entity,catg,subcatg,TA_score,count
prensa escrita,Noticias,Delitos y Vandalismo,56.56454545454546,11
presbicia,Salud,Medicina Preventiva,59.71625,16
presión,Salud,Salud Infantil,56.15851485148515,101
presión sanguínea,Salud,Medicina Preventiva,68.175,16
presostato,Seguros,Seguros y Coberturas,41.656666666666666,3
presupuesto,Motor,Gestión de Seguros Automovilísticos,70.28234177215191,158
prevención cuaternaria,Salud,Medicina Preventiva,54.23714285714285,7
prevención de enfermedades,Salud,Medicina Preventiva,69.72888888888889,9
prevención de riesgos laborales,Seguros,Seguros y Coberturas,72.8,1
prevención primaria,Salud,Medicina Preventiva,49.62571428571429,7
prevención secundaria,Salud,Medicina Preventiva,61.25285714285714,7
prevención terciaria,Salud,Medicina Preventiva,55.60285714285715,7
primavera,Hogar,Electrodomésticos y Averías,50.01666666666667,3
primeros auxilios,Seguros,Accidentes y Responsabilidades,57.35181818181818,11
primula,Salud,Medicina Preventiva,59.11666666666667,3
principio de buena fe,Seguros,Cancelación y Baja de Seguros,47.590714285714284,14
prisión,Noticias,Delitos y Vandalismo,62.86136363636364,44
privacidad,Hogar,Reparaciones y Mantenimiento,55.89913043478261,23
privacidad en internet,Seguros,Seguros y Coberturas,80.53857142857143,14
probabilidad,Seguros,Riesgos y Responsabilidades,57.601351351351354,259
problema de salud,Salud,Salud Respiratoria,48.59148936170213,47
procedimiento administrativo,Salud,Salud Mental y Emocional,68.6952,25
procedimiento judicial,Hogar,Alquiler y Derechos del Inquilino,47.98444444444445,9
proceso de decisión de compra,Seguros,Aspectos Legales y Normativos,63.17090909090909,22
proceso judicial,Seguros,Aspectos Legales y Normativos,57.39122448979592,49
producción (economía),Seguros,Aspectos Legales y Normativos,64.9275,4
producto interno bruto,Seguros,Consultas y Atención al Cliente,57.684705882352944,34
profesional de la salud,Salud,Medicina Preventiva,43.167391304347824,46
profesión,Seguros,Consultas y Atención al Cliente,47.14678571428571,28
proforma,Seguros,Seguros y Coberturas,34.53,5
progesterona,Salud,Trastornos Endocrinos,83.80909090909091,22
promoción de la salud,Salud,Medicina Preventiva,56.688,5
pronóstico (medicina),Salud,Medicina Preventiva,40.88,1
propiedad,Hogar,Coberturas y Responsabilidades,62.33400516795865,387
propiedad horizontal,Hogar,Normativas y Regulaciones Vecinales,68.587,10
propiedad privada,Motor,Seguros para Motocicletas y Ciclomotores,56.11771428571429,35
proposición,Seguros,Seguros y Coberturas,56.4925,12
prorrata,Seguros,Seguros y Coberturas,45.51166666666666,6
protección civil,Motor,Robos y Vandalismo en Vehículos,59.46125,16
protección del medio ambiente,Hogar,Coberturas y Responsabilidades,40.8,2
protector de pantalla,Seguros,Seguros y Coberturas,44.62,1
protector solar,Salud,Medicina Preventiva,60.88,1
proteína,Salud,Trastornos Endocrinos,72.42725490196078,357
proveedor de servicios,Seguros,Consultas y Atención al Cliente,49.4,1
proverbio,Hogar,Humedades y Estructuras,36.415,2
providencia (chile),Seguros,Impuestos y Deducciones,57.25969696969697,33
provincia de formosa,Hogar,Coberturas y Responsabilidades,39.626666666666665,3
provincia de lugo,Seguros,Seguros y Coberturas,33.03,1
provincia de salta,Seguros,Accidentes y Responsabilidades,51.22666666666667,6
prueba del talón,Salud,Salud Infantil,69.425,2
prunus dulcis,Salud,Medicina Preventiva,43.28,1
prunus persica,Salud,Trastornos Endocrinos,62.21316993464052,306
prurito,Salud,Medicina Preventiva,51.24,2
préstamo lingüístico,Seguros,Seguros y Coberturas,60.79333333333333,18
prórroga (deporte),Seguros,Usufructo y Propiedad,51.414130434782614,46
próstata,Seguros,Seguros y Coberturas,54.38285714285714,7
prótesis,Salud,Medicina Preventiva,44.81630434782609,46
prótesis dental,Seguros,Salud y Bienestar,81.83666666666666,6
psicoanálisis,Seguros,Seguros y Coberturas,50.9,1
psicología,Salud,Medicina Preventiva,58.157128712871284,101
psicoterapia,Seguros,Seguros y Coberturas,59.92,2
psicotrópico,Motor,Gestión de Seguros Automovilísticos,77.85,2
psicólogo,Salud,Salud Mental y Emocional,68.27833333333334,6
psiquiatría,Salud,Medicina Preventiva,67.76142857142857,21
psoriasis,Salud,Medicina Preventiva,80.0,1
publicidad,Seguros,Seguros y Coberturas,65.179,10
pueblo (población rural),Motor,Requisitos para Conducir sin Licencia,59.40475,40
puerta del ángel (madrid),Seguros,Multas y Sanciones,66.44411764705883,51
pulido,Motor,Problemas Comunes en Vehículos,67.86500000000001,4
pulmón,Salud,Salud Digestiva,51.96931034482758,29
pulpa,Salud,Salud Mental y Emocional,61.07,2
pulpa dentaria,Salud,Salud Mental y Emocional,74.19,2
pulverizador,Motor,Problemas Comunes en Vehículos,45.277499999999996,4
punto crítico (termodinámica),Motor,Mantenimiento y Reemplazo de Embragues,51.63766666666667,60
purificador de aire,Hogar,Coberturas y Responsabilidades,64.6,1
pus,Salud,Salud Mental y Emocional,59.67,2
pádel,Seguros,Normativas de Convivencia,63.28,13
página web,Seguros,Impuestos y Deducciones,50.8385294117647,136
páncreas,Salud,Salud Pancreática,87.73020912547528,526
párpado,Salud,Medicina Preventiva,50.54,5
píldora anticonceptiva oral combinada,Salud,Trastornos Endocrinos,86.32681818181818,22
pólipo (medicina),Salud,Salud Infantil,53.36,2
pólipos de colon y recto,Salud,Salud Infantil,59.0,2
póquer,Seguros,Seguros y Coberturas,43.4,1
púlsar,Seguros,Seguros y Coberturas,45.0475,4
quemador,Hogar,Coberturas y Responsabilidades,70.87833333333333,6
quemadura,Seguros,Accidentes y Responsabilidades,59.95,10
quemadura por fricción,Motor,Normativas de Circulación y Licencias,44.48,2
queratitis,Salud,Medicina Preventiva,61.050714285714285,14
quiebra,Seguros,Seguros y Coberturas,61.268888888888895,9
quimioterapia,Salud,Medicina Preventiva,55.769375,16
quirófano,Seguros,Seguros y Coberturas,52.46060606060606,33
quiste,Salud,Salud Pancreática,73.39191268191269,481
quito,Seguros,Seguros y Coberturas,53.39375,8
química,Salud,Medicina Preventiva,33.38,1
r22,Motor,Seguros para Motocicletas y Ciclomotores,36.22,1
radar,Motor,Normativas de Circulación y Licencias,66.0,3
radiación,Seguros,Riesgos y Responsabilidades,60.345263157894735,19
radiación infrarroja,Seguros,Seguros y Coberturas,55.8,1
radiación nuclear,Seguros,Seguros y Coberturas,33.88,1
radiación solar,Hogar,Reparaciones y Mantenimiento,76.86666666666666,3
radiación ultravioleta,Hogar,Reparaciones y Mantenimiento,58.02,3
radiactividad,Salud,Salud Mental y Emocional,57.51,6
radiador,Seguros,Accidentes y Responsabilidades,67.30166666666666,12
radiofrecuencia,Salud,Medicina Preventiva,57.89,2
radiografía,Salud,Salud Infantil,57.36,2
radiografía de tórax,Salud,Salud Infantil,65.765,2
radioterapia,Seguros,Seguros y Coberturas,60.16,1
ralentí,Motor,Mantenimiento y Reemplazo de Embragues,60.336666666666666,60
raphanus sativus,Salud,Salud Digestiva,59.54933333333333,45
raqueta,Seguros,Aspectos Legales y Normativos,51.1375,4
rattus,Hogar,Coberturas y Responsabilidades,68.65333333333334,3
rayo,Seguros,Seguros y Coberturas,67.69547619047619,42
rayos x,Salud,Medicina Preventiva,50.28590909090909,22
rayón,Seguros,Seguros y Coberturas,44.5,3
raza de perro,Mascotas,Cuidado y Mantenimiento de la Piel,51.646,5
razonamiento deductivo,Seguros,Seguros y Coberturas,53.4485294117647,136
razonamiento inductivo,Hogar,Reparaciones y Mantenimiento,61.471428571428575,14
razón,Seguros,Aspectos Legales y Normativos,50.349999999999994,2
raíz (botánica),Salud,Salud Pancreática,67.49703213610586,529
reabsorción,Salud,Medicina Preventiva,50.2,1
reacción adversa a medicamento,Salud,Salud Mental y Emocional,69.16103448275862,29
reacción en cadena de la polimerasa,Seguros,Seguros y Coberturas,39.56,1
reacción química,Salud,Medicina Preventiva,60.75,1
real academia española,Seguros,Seguros y Coberturas,60.4704,25
real decreto,Seguros,Impuestos y Deducciones,47.73896551724138,58
real decreto legislativo,Seguros,Seguros y Coberturas,58.5,5
realidad,Seguros,Riesgos y Responsabilidades,57.3627868852459,122
reaseguro,Seguros,Normativas de Convivencia,78.35247524752475,101
rebelión,Seguros,Seguros y Coberturas,53.38666666666666,3
receta médica,Salud,Salud Mental y Emocional,79.19141592920353,113
reconocimiento médico,Salud,Medicina Preventiva,56.21714285714285,7
recta,Motor,Normativas de Circulación y Licencias,47.343333333333334,3
recuperación de datos,Hogar,Coberturas y Responsabilidades,60.69,6
recurso de alzada,Motor,Aspectos Legales de la Propiedad Vehicular,58.62,1
recurso de reposición,Seguros,Multas y Sanciones,68.85071428571429,14
recursos humanos,Seguros,Consultas y Atención al Cliente,74.25567164179104,67
red de saneamiento,Motor,Problemas Comunes en Vehículos,45.8,1
red eléctrica,Hogar,Reparaciones y Mantenimiento,61.10578947368421,19
red nacional de carreteras,Seguros,Seguros y Coberturas,52.0,1
red privada virtual,Seguros,Seguros y Coberturas,70.56,1
red social,Seguros,Normativas de Convivencia,51.18327272727272,55
rediseño,Motor,Aspectos Legales de la Propiedad Vehicular,53.0,1
reducción-oxidación,Seguros,Multas y Sanciones,53.614155844155846,77
refranero,Motor,Problemas Comunes en Vehículos,46.565,2
refrigeración,Hogar,Electrodomésticos y Averías,56.03818181818181,11
refrigerador,Hogar,Electrodomésticos y Averías,59.45786516853933,89
refrigerante,Motor,Problemas Comunes en Vehículos,69.815,4
refrigerante (refrigeración),Motor,Problemas Comunes en Vehículos,61.125,4
regeneración (biología),Salud,Medicina Preventiva,62.30857142857143,14
registro civil,Seguros,Consultas y Atención al Cliente,66.77866666666667,15
registro de la propiedad,Seguros,Aspectos Legales y Normativos,74.61,2
reglamento,Seguros,Normativas de Convivencia,64.07396825396825,126
regulador de tensión,Motor,Problemas Comunes en Vehículos,58.95,2
rehabilitación (salud),Salud,Salud Mental y Emocional,54.610491803278684,61
rehabilitación cardiaca,Salud,Medicina Preventiva,77.44571428571429,14
reincidencia,Seguros,Aspectos Legales y Normativos,46.55666666666667,3
reloj,Seguros,Seguros y Coberturas,64.5,1
relojero,Seguros,Seguros y Coberturas,53.1975,4
remolque,Motor,Normativas de Circulación y Licencias,50.54454545454546,11
renta fija,Seguros,Préstamos y Financiación,79.27,7
renta variable,Seguros,Préstamos y Financiación,68.25,7
rentabilidad económica,Seguros,Aspectos Legales y Normativos,43.89961538461539,26
rentabilidad financiera,Seguros,Préstamos y Financiación,64.71976744186045,43
repatriación,Salud,Medicina Preventiva,64.56676470588235,34
reposapiés,Seguros,Aspectos Legales y Normativos,33.99,2
repostería,Seguros,Accidentes y Responsabilidades,55.38,1
represa,Motor,Problemas Comunes en Vehículos,68.45333333333333,3
reproducción,Seguros,Seguros y Coberturas,41.03,1
reproducción asistida,Seguros,Seguros y Coberturas,50.6475,4
república popular china,Motor,Aspectos Legales de la Propiedad Vehicular,48.60375,8
rescisión,Seguros,Aspectos Legales y Normativos,51.727333333333334,15
resfriado común,Salud,Salud Digestiva,72.25555555555556,27
residencia de estudiantes,Seguros,Seguros y Coberturas,56.72,1
residuos de jabón,Hogar,Coberturas y Responsabilidades,49.879999999999995,4
resina,Hogar,Coberturas y Responsabilidades,54.18166666666667,12
resistencia (fluidos),Motor,Mantenimiento y Reemplazo de Embragues,60.015,4
resistencia a la rodadura,Motor,Problemas Comunes en Vehículos,75.94,1
resistencia aerodinámica,Motor,Problemas Comunes en Vehículos,71.44,1
resistencia de materiales,Hogar,Coberturas y Responsabilidades,43.2,1
resistencia eléctrica,Motor,Mantenimiento y Reemplazo de Embragues,51.68625,8
resistor,Seguros,Seguros y Coberturas,64.85333333333334,3
resolución de conflictos,Seguros,Aspectos Legales y Normativos,69.55333333333334,3
resolución de problemas,Hogar,Coberturas y Responsabilidades,56.22,3
resolución judicial,Seguros,Aspectos Legales y Normativos,58.17125,8
resorte,Motor,Problemas Comunes en Vehículos,42.81,3
respiración,Salud,Medicina Preventiva,58.51649999999999,40
responsabilidad civil,Seguros,Riesgos y Responsabilidades,66.5046875,832
responsabilidad contractual,Seguros,Accidentes y Responsabilidades,72.88,2
responsabilidad penal,Seguros,Consultas y Atención al Cliente,59.95,2
resta,Seguros,Seguros y Coberturas,54.705625,32
restaurante,Seguros,Seguros y Coberturas,51.08611111111111,18
retina,Salud,Medicina Preventiva,47.84533333333333,15
retinografía,Salud,Medicina Preventiva,54.074375,16
revolución por minuto,Motor,Problemas Comunes en Vehículos,66.3,1
revolución tecnológica,Salud,Medicina Preventiva,39.90333333333333,3
riesgo,Seguros,Riesgos y Responsabilidades,63.47134163208852,723
riesgo laboral,Seguros,Riesgos y Responsabilidades,85.54375,8
riesgos psicosociales,Seguros,Riesgos y Responsabilidades,59.66428571428571,7
rigidez,Salud,Medicina Preventiva,52.1,1
rigidez articular,Salud,Medicina Preventiva,41.0,1
rinoplastia,Salud,Medicina Preventiva,89.19666666666667,3
rinosinusitis,Salud,Salud Infantil,80.4,2
ritmo,Salud,Medicina Preventiva,60.70478260869565,23
riñón,Salud,Medicina Preventiva,53.13648648648648,37
roble,Seguros,Seguros y Coberturas,51.7,2
robo,Seguros,Seguros y Coberturas,67.5966371681416,113
robot de cocina,Seguros,Seguros y Coberturas,57.12571428571429,7
rodadura,Motor,Problemas Comunes en Vehículos,61.84444444444445,9
rodamiento,Motor,Problemas Comunes en Vehículos,44.03333333333333,3
rodas,Seguros,Seguros y Coberturas,66.55,3
rodentia,Hogar,Coberturas y Responsabilidades,61.169999999999995,6
ropa,Hogar,Coberturas y Responsabilidades,54.95954545454545,22
ropa de cama,Seguros,Seguros y Coberturas,50.87833333333333,6
rosácea (enfermedad),Salud,Medicina Preventiva,66.9,1
rotavirus,Salud,Salud Infantil,60.32142857142857,7
rotulador,Motor,Problemas Comunes en Vehículos,52.464999999999996,4
rubeola,Salud,Salud Infantil,62.62,7
rueda,Motor,Mantenimiento y Reemplazo de Embragues,65.35,214
rueda de repuesto,Motor,Seguros de Responsabilidad Civil,79.9425,8
ruido,Seguros,Normativas de Convivencia,62.309318181818185,88
rupicapra rupicapra,Seguros,Seguros y Coberturas,37.75,1
régimen alimenticio,Salud,Medicina Preventiva,77.3,1
río,Seguros,Accidentes y Responsabilidades,70.575,2
río sena,Salud,Medicina Preventiva,54.663333333333334,3
sabiduría,Viajes,Seguros de Viaje,68.33083333333333,12
sabor,Salud,Salud Pancreática,66.29942857142856,525
saciedad,Salud,Salud Mental y Emocional,62.52333333333334,9
saco amniótico,Salud,Salud Infantil,65.69,3
sal común,Salud,Trastornos Endocrinos,74.6778947368421,342
salario,Seguros,Préstamos y Financiación,72.89542857142858,35
salchicha,Salud,Medicina Preventiva,50.163333333333334,3
sales minerales,Salud,Salud Digestiva,52.507777777777775,45
salida de emergencia (seguridad),Seguros,Normativas de Convivencia,39.53,2
salmo (género),Salud,Medicina Preventiva,45.97,1
salud,Salud,Trastornos Endocrinos,68.10114147201409,2269
salud de la mujer,Salud,Medicina Preventiva,47.93625,8
salud mental,Salud,Medicina Preventiva,68.97583333333334,24
salud pública,Salud,Medicina Preventiva,40.64,4
salvación,Seguros,Seguros y Coberturas,55.9,3
salvia rosmarinus,Salud,Medicina Preventiva,59.77666666666667,3
samsung,Seguros,Seguros y Coberturas,36.97,2
sanción administrativa,Motor,Trámites de Baja de Vehículos,45.39,4
sanción económica,Seguros,Normativas de Convivencia,55.89037735849057,53
saneamiento de piscinas,Hogar,Coberturas y Responsabilidades,73.2,1
sangre,Salud,Trastornos Endocrinos,72.59418994413409,895
sangre de cordón umbilical,Salud,Medicina Preventiva,87.38153846153847,13
sanitas,Salud,Salud Digestiva,48.244814814814816,27
sarampión,Salud,Salud Infantil,68.52214285714285,14
sartén,Hogar,Reparaciones y Mantenimiento,56.948,15
satisfacción del cliente,Seguros,Seguros y Coberturas,46.2,1
seat,Motor,Requisitos para Conducir sin Licencia,71.96315789473684,38
seat 600,Motor,Requisitos para Conducir sin Licencia,59.870000000000005,36
seat ibiza,Seguros,Seguros y Coberturas,57.615,2
secador de pelo,Seguros,Accidentes y Responsabilidades,87.2,1
secadora,Hogar,Coberturas y Responsabilidades,56.25333333333334,9
secreción,Salud,Salud Pancreática,68.617920997921,481
sector privado,Seguros,Consultas y Atención al Cliente,44.1275,8
sector salud,Seguros,Consultas y Atención al Cliente,52.50352941176471,17
sedación,Salud,Medicina Preventiva,67.03333333333333,3
sedante,Seguros,Accidentes y Responsabilidades,63.886153846153846,39
sedición,Seguros,Seguros y Coberturas,59.8525,4
segunda guerra mundial,Motor,Normativas de Circulación y Licencias,57.8,1
segunda opinión,Salud,Medicina Preventiva,48.38333333333333,15
seguridad,Seguros,Normativas de Convivencia,63.41275,80
seguridad informática,Seguros,Seguros y Coberturas,89.8,1
seguridad jurídica,Seguros,Consultas y Atención al Cliente,38.226,5
seguridad privada,Seguros,Seguros y Coberturas,53.25,1
seguridad social,Hogar,Coberturas y Responsabilidades,60.30652818991098,337
seguridad social (españa),Seguros,Seguros y Coberturas,51.12,1
seguridad vial,Seguros,Normativas de Convivencia,68.20754716981132,53
seguro,Seguros,Riesgos y Responsabilidades,79.92162671232877,2336
seguro a todo riesgo,Motor,Gestión de Seguros Automovilísticos,56.67896103896104,231
seguro contra daños,Seguros,Seguros y Coberturas,87.26217391304348,92
seguro de caución,Seguros,Aspectos Legales y Normativos,94.36714285714285,7
seguro de desempleo,Seguros,Seguros y Coberturas,57.826666666666675,3
seguro de incendios,Hogar,Coberturas y Responsabilidades,65.525,4
seguro de personas,Seguros,Seguros y Coberturas,69.4925,8
seguro de vida,Seguros,Riesgos y Responsabilidades,77.91586592178771,537
seguro del automóvil,Seguros,Seguros y Coberturas,85.0160465116279,43
seguro marítimo,Seguros,Seguros y Coberturas,72.96666666666665,3
seguro multirriesgo del hogar,Hogar,Alquiler y Derechos del Inquilino,65.62851063829787,47
seguro médico,Seguros,Seguros y Coberturas,75.14565656565657,891
selenio,Salud,Trastornos Endocrinos,66.55790849673203,306
semilla,Salud,Salud Digestiva,73.46155555555555,45
semillas germinadas,Salud,Salud Digestiva,89.91466666666666,45
semáforo,Motor,Mantenimiento y Reemplazo de Embragues,70.11378571428571,140
senos paranasales,Salud,Salud Infantil,57.75,2
sensación,Salud,Medicina Preventiva,60.691428571428574,14
sensibilidad dental,Salud,Salud Mental y Emocional,91.17,2
sensor,Seguros,Seguros y Coberturas,47.53,1
sentencia,Salud,Medicina Preventiva,44.01444444444444,9
sentido común,Hogar,Electrodomésticos y Averías,64.43416666666667,12
septo nasal,Salud,Medicina Preventiva,49.24333333333333,3
sepultura,Seguros,Seguros y Coberturas,35.28,1
sequedad vaginal,Salud,Trastornos Endocrinos,61.32566666666666,30
sequía,Seguros,Normativas de Convivencia,54.5025,48
serrín,Hogar,Coberturas y Responsabilidades,41.20666666666667,3
servicio (economía),Seguros,Consultas y Atención al Cliente,49.67611111111111,18
servicio de atención al cliente,Seguros,Consultas y Atención al Cliente,66.38676056338028,71
servicio de mensajes cortos,Seguros,Seguros y Coberturas,57.25,1
servicio de red social,Seguros,Seguros y Coberturas,42.8,1
servicio de teleasistencia,Seguros,Seguros y Coberturas,57.7,1
servicio público,Seguros,Aspectos Legales y Normativos,47.71666666666667,3
servicios financieros,Seguros,Aspectos Legales y Normativos,42.03961538461538,26
servidor,Seguros,Seguros y Coberturas,60.62,1
seudonimato y anonimato,Seguros,Seguros y Coberturas,75.17999999999999,14
sevilla,Noticias,Delitos y Vandalismo,62.12867741935484,310
sexo,Seguros,Seguros y Coberturas,54.553125,16
señales de tráfico,Motor,Gestión de Seguros Automovilísticos,64.98057692307692,52
sidecar,Motor,Normativas de Circulación y Licencias,59.16,1
sifón,Hogar,Coberturas y Responsabilidades,85.42,3
silicona,Salud,Salud Mental y Emocional,55.0975,24
sillín,Motor,Problemas Comunes en Vehículos,51.93714285714286,7
simple vista,Motor,Mantenimiento y Reemplazo de Embragues,42.612307692307695,13
sincronizadores,Motor,Mantenimiento y Reemplazo de Embragues,72.34304347826088,115
sine qua non,Salud,Trastornos Endocrinos,54.0254248366013,306
siniestro,Seguros,Seguros y Coberturas,53.33678815489749,878
siniestro total,Seguros,Seguros y Coberturas,64.98189655172413,58
sistema complejo,Salud,Salud Digestiva,48.1462962962963,27
sistema de alarma,Seguros,Seguros y Coberturas,59.2,1
sistema de asistencia sanitaria,Salud,Salud Mental y Emocional,61.683125,48
sistema de pago,Seguros,Seguros y Coberturas,37.63333333333333,15
sistema de suministro eléctrico,Seguros,Aspectos Legales y Normativos,53.092222222222226,18
sistema endocrino,Salud,Trastornos Endocrinos,62.27199288256228,843
sistema frigorífico,Motor,Mantenimiento y Reemplazo de Embragues,55.02125,8
sistema inmunitario,Salud,Salud Pancreática,85.26942196531792,519
sistema nacional de salud (españa),Salud,Medicina Preventiva,70.0604347826087,299
sistema nervioso,Salud,Medicina Preventiva,64.88,2
sistema operativo,Seguros,Seguros y Coberturas,56.56,1
sistema tegumentario,Salud,Salud Digestiva,64.18444444444445,45
sistemas de detección y alarma de incendios,Seguros,Normativas de Convivencia,60.38,2
sitio web,Seguros,Seguros y Coberturas,68.23913043478261,23
sobretensión (electricidad),Seguros,Seguros y Coberturas,53.97,1
sociedad,Hogar,Coberturas y Responsabilidades,56.81961538461538,234
sociedad anónima,Hogar,Coberturas y Responsabilidades,57.36021276595744,47
sociedad mercantil,Seguros,Préstamos y Financiación,64.42827586206897,29
socio,Seguros,Impuestos y Deducciones,70.8,2
sodio,Seguros,Accidentes y Responsabilidades,65.53,3
sofoco,Salud,Medicina Preventiva,62.566250000000004,8
sofrología,Seguros,Seguros y Coberturas,40.22,1
soho (nueva york),Hogar,Coberturas y Responsabilidades,71.75,1
sol,Salud,Medicina Preventiva,56.322692307692314,52
solanum tuberosum,Salud,Medicina Preventiva,57.46928571428572,14
soldadura,Seguros,Riesgos y Responsabilidades,62.284285714285716,7
solvencia,Seguros,Préstamos y Financiación,45.80280487804878,82
somnolencia,Salud,Salud Mental y Emocional,65.74555555555555,9
sonar,Hogar,Coberturas y Responsabilidades,44.28,1
sonido,Motor,Normativas de Circulación y Licencias,65.46277777777777,72
sordera,Salud,Medicina Preventiva,55.01666666666667,12
soria,Motor,Normativas de Circulación y Licencias,57.10666666666667,9
sostenibilidad,Seguros,Seguros y Coberturas,61.43555555555557,9
split,Hogar,Coberturas y Responsabilidades,56.7,4
staffordshire,Mascotas,Cuidado y Mantenimiento de la Piel,44.65375,8
stevie wonder,Seguros,Seguros y Coberturas,57.16,2
streptococcus pneumoniae,Salud,Salud Infantil,52.91285714285714,7
streptopelia turtur,Seguros,Seguros y Coberturas,35.78,1
suavizante,Seguros,Seguros y Coberturas,45.36333333333334,3
subasta,Seguros,Aspectos Legales y Normativos,67.30285714285715,7
subespecie,Hogar,Coberturas y Responsabilidades,32.473333333333336,3
subjetividad,Seguros,Seguros y Coberturas,60.303333333333335,6
subrogación,Motor,Aspectos Legales de la Propiedad Vehicular,73.82333333333334,3
subsidio,Seguros,Seguros y Coberturas,52.7075,48
subvención,Motor,Aspectos Legales de la Propiedad Vehicular,46.2,1
sucesión por causa de muerte,Seguros,Impuestos y Deducciones,74.575,2
sudario,Seguros,Seguros y Coberturas,31.2,1
sudor,Salud,Medicina Preventiva,63.14666666666667,33
suelo,Hogar,Reparaciones y Mantenimiento,62.099999999999994,26
sueño,Salud,Medicina Preventiva,70.85051282051282,39
sufragio,Seguros,Impuestos y Deducciones,67.975,2
suicidio,Seguros,Cancelación y Baja de Seguros,59.06391304347826,23
suiza,Motor,Aspectos Legales de la Propiedad Vehicular,52.3475,8
sulfato,Hogar,Coberturas y Responsabilidades,24.64,1
sumidero,Hogar,Coberturas y Responsabilidades,39.745,2
superficie minimal,Hogar,Alquiler y Derechos del Inquilino,73.44,1
supermercado,Hogar,Coberturas y Responsabilidades,55.94499999999999,6
superávit económico,Seguros,Préstamos y Financiación,54.769999999999996,7
suplemento dietético,Salud,Medicina Preventiva,87.86333333333334,3
surf,Seguros,Seguros y Coberturas,34.75,1
sus scrofa,Seguros,Seguros y Coberturas,47.62,1
suspensión (automóvil),Motor,Requisitos para Conducir sin Licencia,74.6971052631579,38
suspensión de pagos,Seguros,Seguros y Coberturas,47.0,1
suspenso,Seguros,Seguros y Coberturas,54.75020000000001,50
sustancia química,Seguros,Accidentes y Responsabilidades,52.160000000000004,10
susto,Salud,Salud Mental y Emocional,51.725,6
sándwich,Salud,Salud Digestiva,55.62844444444445,45
síndrome,Salud,Trastornos Endocrinos,54.746956521739136,23
síndrome de disfunción multiorgánica,Salud,Medicina Preventiva,62.62,1
síndrome de fatiga crónica,Salud,Medicina Preventiva,54.86333333333333,9
síndrome premenstrual,Salud,Trastornos Endocrinos,70.32454545454546,22
síntoma,Salud,Trastornos Endocrinos,66.31548780487805,574
tabaco,Salud,Medicina Preventiva,51.15461538461538,13
tabaquismo,Salud,Medicina Preventiva,84.25,2
tableta (computadora),Seguros,Accidentes y Responsabilidades,67.346,20
tabú,Salud,Salud Mental y Emocional,62.395,6
taller mecánico,Motor,Mantenimiento y Reemplazo de Embragues,63.750173913043476,115
tallo,Salud,Salud Pancreática,70.09004175365344,479
tanque de gas,Motor,Seguros de Responsabilidad Civil,64.68625,8
tapa (alimento),Hogar,Coberturas y Responsabilidades,68.17999999999999,6
tapicero,Motor,Gestión de Seguros Automovilísticos,60.03,1
tapiz,Hogar,Coberturas y Responsabilidades,56.13965517241379,29
tapón (baloncesto),Salud,Medicina Preventiva,49.22,3
taraxacum officinale,Salud,Salud Pancreática,83.49624217118998,479
tarifa,Seguros,Seguros y Coberturas,56.99400000000001,10
tarjeta de crédito,Motor,Gestión de Seguros Automovilísticos,68.92473684210526,95
tarjeta de débito,Motor,Gestión de Seguros Automovilísticos,85.38954545454546,22
tarjeta de pago,Seguros,Seguros y Coberturas,77.77777777777777,9
tarjeta de prepago,Seguros,Seguros y Coberturas,81.59571428571428,14
tarjeta regalo,Seguros,Seguros y Coberturas,57.21045454545454,22
tarjeta sanitaria europea,Viajes,Cobertura Médica Internacional,51.25,1
tarjeta sim,Seguros,Seguros y Coberturas,70.847,30
tasa de cambio,Motor,Problemas Comunes en Vehículos,56.17666666666667,6
tasa de interés,Seguros,Préstamos y Financiación,63.79323076923076,65
tasa de supervivencia,Seguros,Seguros y Coberturas,40.8,1
tasa interna de retorno,Seguros,Aspectos Legales y Normativos,78.94269230769231,26
taxi,Motor,Normativas de Circulación y Licencias,58.8625,8
techo solar,Motor,Gestión de Seguros Automovilísticos,50.25307692307692,13
teclado (informática),Seguros,Seguros y Coberturas,67.7,3
tecnología,Seguros,Accidentes y Responsabilidades,64.48888268156425,179
tecnologías de la información y la comunicación,Seguros,Seguros y Coberturas,60.62625,16
teja,Seguros,Seguros y Coberturas,60.525,4
tejido (biología),Salud,Trastornos Endocrinos,62.74563260340633,822
tejido (textil),Motor,Normativas de Circulación y Licencias,69.785,12
tejido adiposo,Salud,Salud Mental y Emocional,76.40333333333334,9
tejido cartilaginoso,Salud,Medicina Preventiva,55.73666666666667,3
tejido mesenquimal,Salud,Medicina Preventiva,50.691538461538464,13
telecomunicación,Seguros,Seguros y Coberturas,78.8875,4
telemedicina,Salud,Medicina Preventiva,60.376,5
telemática,Seguros,Impuestos y Deducciones,51.44195121951219,41
teletrabajo,Seguros,Seguros y Coberturas,71.73333333333333,27
televisor,Seguros,Seguros y Coberturas,54.90764705882353,17
teléfono,Seguros,Impuestos y Deducciones,58.81082987551867,241
teléfono inteligente,Seguros,Riesgos y Responsabilidades,66.78465116279071,43
teléfono móvil,Hogar,Electrodomésticos y Averías,66.04253846153847,130
temblor (signo clínico),Salud,Salud Mental y Emocional,69.77,6
temperatura,Seguros,Riesgos y Responsabilidades,54.9960824742268,97
temperatura ambiente,Salud,Medicina Preventiva,42.815,2
tenedor,Seguros,Accidentes y Responsabilidades,50.03,1
